Título,Enlace,Fecha de Publicación,Descripción,,,,
Baleares ofertará 573 plazas en las oposiciones para docentes: más del doble que el año pasado,https://okdiario.com/baleares/baleares-ofertara-573-plazas-oposiciones-docentes-mas-del-doble-que-ano-pasado-14385072,"Tue, 04 Mar 2025 17:46:59 +0100","La Conselleria de Educación y Universidades ofertará 573 plazas de profesores de distintas disciplinas en las oposiciones docentes de este 2025, que como novedad contarán con un proceso propio para la isla de Formentera y un incremento de la oferta en las Pitiusas. Así lo ha explicado este martes en una rueda de prensa el conseller … <a class=""more-link"" href=""https://okdiario.com/baleares/baleares-ofertara-573-plazas-oposiciones-docentes-mas-del-doble-que-ano-pasado-14385072"">Continuar leyendo<span class=""screen-reader-text""> ""Baleares ofertará 573 plazas en las oposiciones para docentes: más del doble que el año pasado""</span></a>",,,,
Adiós a tomar café en tu jornada laboral: ya hay fecha para la entrada en vigor del último palo del Gobierno,https://okdiario.com/economia/adios-tomar-cafe-jornada-laboral-hay-fecha-entrada-vigor-del-ultimo-palo-gobierno-14364462,"Tue, 04 Mar 2025 17:45:41 +0100","El café de media mañana en el trabajo es algo de lo más habitual, pero lo cierto es que podría estar en peligro. Todo se debe a la nueva normativa de control horario que se está preparando en España para la jornada laboral, en la que las pausas dentro de esta podrían dejar de computarse … <a class=""more-link"" href=""https://okdiario.com/economia/adios-tomar-cafe-jornada-laboral-hay-fecha-entrada-vigor-del-ultimo-palo-gobierno-14364462"">Continuar leyendo<span class=""screen-reader-text""> ""Adiós a tomar café en tu jornada laboral: ya hay fecha para la entrada en vigor del último palo del Gobierno""</span></a>",,,,
"El Ibex 35 cae el 2,7% y roza los 13.000 puntos tras la entrada en vigor de los aranceles de EEUU y China",https://okdiario.com/economia/ibex-35-bolsa-espanola-4-marzo-2025-14381103,"Tue, 04 Mar 2025 17:45:16 +0100","El Ibex 35 ha cerrado la sesión de este martes, 4 de marzo de 2025, con un desplome del 2,67%, lo que ha llevado al selectivo a descender al borde de los 13.000 puntos, perdiendo los 13.300 enteros y alejándose de los máximos que alcanzó en la sesión del lunes. Esta jornada ha estado marcada por … <a class=""more-link"" href=""https://okdiario.com/economia/ibex-35-bolsa-espanola-4-marzo-2025-14381103"">Continuar leyendo<span class=""screen-reader-text""> ""El Ibex 35 cae el 2,7% y roza los 13.000 puntos tras la entrada en vigor de los aranceles de EEUU y China""</span></a>",,,,
Una española en shock por lo que hacen en los supermercados de Alemania: «Literal que no…»,https://okdiario.com/economia/espanola-shock-lo-que-hacen-supermercados-alemania-literal-que-no-14385196,"Tue, 04 Mar 2025 17:30:33 +0100","Suele pasar que las costumbres de un país son bien distintas a otro. Esto pasa con la compra diaria. Si eliges irte de vacaciones o bien un destino para vivir, es necesario que te informes sobre cómo es la vida allí si no hay cosas que te pueden sorprender. Es el caso de la española … <a class=""more-link"" href=""https://okdiario.com/economia/espanola-shock-lo-que-hacen-supermercados-alemania-literal-que-no-14385196"">Continuar leyendo<span class=""screen-reader-text""> ""Una española en shock por lo que hacen en los supermercados de Alemania: «Literal que no…»""</span></a>",,,,
Policías y guardias civiles amenazan con sentar al Gobierno «en el banquillo» por ceder las fronteras,https://okdiario.com/espana/policias-guardias-civiles-amenazan-sentar-gobierno-banquillo-ceder-fronteras-14382059,"Tue, 04 Mar 2025 17:29:51 +0100","La última cesión en materia de inmigración que el Gobierno de Pedro Sánchez ha acordado con Junts ha puesto en pie de guerra a la Guardia Civil y a la Policía Nacional, que amenazan con sentar a los responsables políticos en el banquillo. El PSOE ha trasladado las competencias en inmigración a la Generalitat de … <a class=""more-link"" href=""https://okdiario.com/espana/policias-guardias-civiles-amenazan-sentar-gobierno-banquillo-ceder-fronteras-14382059"">Continuar leyendo<span class=""screen-reader-text""> ""Policías y guardias civiles amenazan con sentar al Gobierno «en el banquillo» por ceder las fronteras""</span></a>",,,,
Hasta MotoGP a las 9:00 horas supera a la Liga de Tebas en audiencias,https://okdiario.com/deportes/hasta-motogp-900-horas-supera-liga-tebas-audiencia-14384572,"Tue, 04 Mar 2025 17:27:35 +0100","La primera carrera del Mundial de MotoGP, que arrancó el pasado fin de semana con el Gran Premio de Tailandia, se vio más que uno de los partidos de la Liga de Tebas. Y eso que la carrera en la que Marc Márquez regresó a la victoria en su primera carrera con la Ducati fue … <a class=""more-link"" href=""https://okdiario.com/deportes/hasta-motogp-900-horas-supera-liga-tebas-audiencia-14384572"">Continuar leyendo<span class=""screen-reader-text""> ""Hasta MotoGP a las 9:00 horas supera a la Liga de Tebas en audiencias""</span></a>",,,,
Zelenski se pliega a Trump: alaba su liderazgo y anuncia estar dispuesto a terminar rápido con la guerra,https://okdiario.com/internacional/zelenski-pliega-trump-alaba-liderazgo-anuncia-estar-dispuesto-terminar-rapido-guerra-14384908,"Tue, 04 Mar 2025 17:22:35 +0100","El presidente de Ucrania Volodímir Zelenski ha afirmado este martes que está «dispuesto a sentarse a la mesa de negociaciones» con Donald Trump «lo antes posible» para firmar un acuerdo sobre tierras raras y garantizar la paz. Zelenski se pliega así a Trump: en este comunicado alaba su liderazgo y anuncia estar dispuesto a terminar … <a class=""more-link"" href=""https://okdiario.com/internacional/zelenski-pliega-trump-alaba-liderazgo-anuncia-estar-dispuesto-terminar-rapido-guerra-14384908"">Continuar leyendo<span class=""screen-reader-text""> ""Zelenski se pliega a Trump: alaba su liderazgo y anuncia estar dispuesto a terminar rápido con la guerra""</span></a>",,,,
La sentencia judicial que pone en riesgo el futuro de Fernando Alonso para 2026,https://okdiario.com/deportes/sentencia-judicial-que-pone-riesgo-futuro-fernando-alonso-2026-14384544,"Tue, 04 Mar 2025 17:09:38 +0100","Ferrari le ha dado un varapalo judicial a Aston Martin que repercute directamente en Fernando Alonso. Finalmente, Enrico Cardile no se incorporará a la fábrica de Silverstone hasta el próximo 18 de julio, es decir, el ingeniero que estaba llamado a desarrollar el monoplaza del Mundial de 2026 junto a Adrian Newey llegará cuatro meses … <a class=""more-link"" href=""https://okdiario.com/deportes/sentencia-judicial-que-pone-riesgo-futuro-fernando-alonso-2026-14384544"">Continuar leyendo<span class=""screen-reader-text""> ""La sentencia judicial que pone en riesgo el futuro de Fernando Alonso para 2026""</span></a>",,,,
Muere un joven de 30 años tras sufrir un traumatismo en una pelea en el carnaval de Tenerife,https://okdiario.com/sucesos/muere-joven-30-anos-sufrir-traumatismo-pelea-carnaval-tenerife-14384737,"Tue, 04 Mar 2025 17:08:39 +0100","Un joven de 30 años ha muerto este martes tras sufrir un traumatismo craneoencefálico en el marco de una reyerta durante la celebración del carnaval en Santa Cruz de Tenerife.Los hechos ocurrieron en las proximidades de las avenidas Marítima y Francisco La Roche hacia las 05:00 horas durante una brutal pelea y el presunto agresor … <a class=""more-link"" href=""https://okdiario.com/sucesos/muere-joven-30-anos-sufrir-traumatismo-pelea-carnaval-tenerife-14384737"">Continuar leyendo<span class=""screen-reader-text""> ""Muere un joven de 30 años tras sufrir un traumatismo en una pelea en el carnaval de Tenerife""</span></a>",,,,
En marcha la nueva convocatoria de los Premios future for all que impulsa la transición ecológica justa,https://okdiario.com/okgreen/marcha-nueva-convocatoria-premios-future-for-all-que-impulsa-transicion-ecologica-justa-14384664,"Tue, 04 Mar 2025 17:07:22 +0100","Ya está en marcha la segunda edición de los Premios future for all, unos galardones promovidos por fundación Moeve, que ya ha abierto la convocatoria para la presentación de proyectos.La convocatoria busca impulsar y reconocer iniciativas transformadoras con potencial de gran impacto, que promuevan una transición ecológica justa, equilibrada e inclusiva, creando oportunidades de trabajo … <a class=""more-link"" href=""https://okdiario.com/okgreen/marcha-nueva-convocatoria-premios-future-for-all-que-impulsa-transicion-ecologica-justa-14384664"">Continuar leyendo<span class=""screen-reader-text""> ""En marcha la nueva convocatoria de los Premios future for all que impulsa la transición ecológica justa""</span></a>",,,,
El City de Guardiola se desmorona: pillan a Grealish saliendo borracho de un pub en Newcastle,https://okdiario.com/deportes/city-guardiola-desmorona-pillan-grealish-saliendo-borracho-pub-newcastle-14384557,"Tue, 04 Mar 2025 17:01:30 +0100","El Manchester City de Pep Guardiola se está desmoronando. Además del calvario que está sufriendo el club inglés a lo largo de esta decepcionante temporada con lesiones como las de Nathan Aké, Manuel Akanji y John Stones, ahora el técnico catalán le ha salpicado un escándalo que puede afectar todavía más a un vestuario fracturado.Y … <a class=""more-link"" href=""https://okdiario.com/deportes/city-guardiola-desmorona-pillan-grealish-saliendo-borracho-pub-newcastle-14384557"">Continuar leyendo<span class=""screen-reader-text""> ""El City de Guardiola se desmorona: pillan a Grealish saliendo borracho de un pub en Newcastle""</span></a>",,,,
Martínez anuncia en la ITB que invertirá 21 millones en poner a punto la Playa de Palma,https://okdiario.com/baleares/martinez-anuncia-itb-que-invertira-21-millones-poner-punto-playa-palma-14384657,"Tue, 04 Mar 2025 17:00:57 +0100","El alcalde de Palma, Jaime Martínez, ha anunciado en la feria turística de Berlín (ITB) que el Ayuntamiento invertirá 21 millones en poner a punto la Playa de Palma, la mayor zona turística de Baleares (35.000 plazas hoteleras), para proyectar este espacio como uno de los destinos de referencia, ligado a la calidad de la … <a class=""more-link"" href=""https://okdiario.com/baleares/martinez-anuncia-itb-que-invertira-21-millones-poner-punto-playa-palma-14384657"">Continuar leyendo<span class=""screen-reader-text""> ""Martínez anuncia en la ITB que invertirá 21 millones en poner a punto la Playa de Palma""</span></a>",,,,
Avance del capítulo de ‘La Promesa’ de hoy: Jana y Teresa descubren cómo abrir el pasadizo,https://okdiario.com/happyfm/avance-del-capitulo-promesa-hoy-jana-teresa-descubren-como-abrir-pasadizo-14378433,"Tue, 04 Mar 2025 17:00:50 +0100","No es ningún secreto que La Promesa, con el paso del tiempo, se ha convertido en una de las ficciones diarias que más éxito continúa cosechando en nuestro país. Estamos ante una historia que, pase lo que pase, está marcando un antes y un después en numerosos aspectos. ¡Es espectacular! El pasado lunes 3 de … <a class=""more-link"" href=""https://okdiario.com/happyfm/avance-del-capitulo-promesa-hoy-jana-teresa-descubren-como-abrir-pasadizo-14378433"">Continuar leyendo<span class=""screen-reader-text""> ""Avance del capítulo de ‘La Promesa’ de hoy: Jana y Teresa descubren cómo abrir el pasadizo""</span></a>",,,,
Catalá reestructura el Gobierno de Valencia con todos los ediles Vox pero ya sin el inhabilitado Badenas,https://okdiario.com/comunidad-valenciana/catala-reestructura-gobierno-valencia-todos-ediles-vox-pero-ya-sin-inhabilitado-badenas-14384044,"Tue, 04 Mar 2025 16:36:00 +0100","María José Catalá, alcaldesa de Valencia ha expulsado del equipo de Gobierno del Ayuntamiento de Valencia a Juan Manuel Badenas, hasta ahora segundo teniente de Alcalde al que Vox ha inhabilitado por sus contratos con la mercantil vinculada al marido de la actual delegada de Gobierno de Sánchez en la Comunidad Valenciana la socialista Pilar … <a class=""more-link"" href=""https://okdiario.com/comunidad-valenciana/catala-reestructura-gobierno-valencia-todos-ediles-vox-pero-ya-sin-inhabilitado-badenas-14384044"">Continuar leyendo<span class=""screen-reader-text""> ""Catalá reestructura el Gobierno de Valencia con todos los ediles Vox pero ya sin el inhabilitado Badenas""</span></a>",,,,
Xavi Hernández volverá a los banquillos: estos son sus posibles destinos,https://www.diariogol.com/futbol/xavi-posibles-destinos.html,2025-03-04 14:00:00,"Xavi Hernández confesó que se tomaría un año sabático tras anunciar su marcha del FC Barcelona y ha cumplido sus palabras. Ya han pasado varios meses desde que todo esto sucediera y el técnico español ya está preparado para volver a los banquillos. Durante todo este tiempo se le ha vinculado a varios equipos. Uno de ellos fue el Manchester United, que se puso en contacto con él cuando cambiaron a Erik ten Hag por Rubén Amorim.
Sin embargo, Xavi tenía claro que no quería coger ningún equipo a mitad de temporada. Su idea siempre ha sido dejarlo para el inicio de temporada, para así poder empezar su nuevo proyecto desde cero. Ahora, vuelve a estar en el ojo del huracán. La temporada va llegando a su fin y pronto deberá resolver su futuro. 
El diario Sport ha desvelado que su idea es entrenar a un equipo europeo, aunque tampoco descarta decantarse por alguna selección. Eso sí, bajo ningún concepto optará por irse a Arabia Saudí o a Estados Unidos. Además, quiere seguir contando con su cuerpo técnico habitual, es decir, su hermano Óscar Hernández y Sergio Alegre, David Prats, Toni Lobo y Sergio García.
Los pretendientes de Xavi Hernández
Los Red Devils todavía podrían estar interesados en Xavi. A pesar del cambio de entrenador, el Manchester United no está consiguiendo los resultados esperados y Rubén Amorim podría tener los días contados en Old Trafford. Al conjunto inglés le sigue faltando regularidad y su rendimiento no está siendo el mejor. Es por eso que empiezan a sopesar otro cambio de entrenador, siendo el exfutbolista del Barça el gran favorito. 
Otro de los conjuntos que estaría interesado en él es la Juventus. Los rumores surgieron hace meses y han vuelto a cobrar fuerza. Thiago Motta está en entredicho tras la eliminación de la Champions League en los play-offs eliminatorios y la posición del club en liga. El conjunto italiano está careciendo de regularidad y Xavi es el principal candidato.
También tiene otro pretendiente en la Serie A y la situación muy similar a las anteriores. El AC Milan apostó recientemente por Sergio Conceiçao, pero tampoco está obteniendo los resultados esperados y su continuidad está en el aire. 
Cualquiera de estas opciones podría encajar en sus planes. Todavía quedan unos meses para que finalice la temporada y Xavi esperará a que algún grande de Europa rescinda el contrato de su técnico actual. Una vez esto suceda, escuchará las ofertas y tomará una decisión, ya preparado para tomar las riendas de su próximo reto. ",,,,
